,entity 1,entity 1 label,entity 2,entity 2 label,type,source
510,psilocybin,DRUG,emotional biases,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
511,psilocybin,DRUG,negative emotional biases,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
512,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
513,psilocybin,DRUG,negative mood states,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
514,psilocybin,DRUG,dysfunctional emotional biases,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
515,psilocybin,DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
516,psilocybin,DRUG,dysfunctional emotional biases,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
517,ketamine,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
518,ketamine,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
519,ayahuasca,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
520,ayahuasca,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
521,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
522,ayahuasca,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
523,ayahuasca,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
524,ayahuasca,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
525,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
526,ayahuasca,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
527,ayahuasca,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
528,ayahuasca,DRUG,Brain circuits,NEURAL,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
529,ayahuasca,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
530,ayahuasca,DRUG,brain regions,NEURAL,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
531,ayahuasca,DRUG,left subgenual area,NEURAL,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
532,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
533,ayahuasca,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
534,ayahuasca,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
535,ayahuasca,DRUG,meditation practices,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
536,ayahuasca,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
537,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
538,ayahuasca,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
539,ayahuasca,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
540,ayahuasca,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
541,ayahuasca,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
542,psychedelic,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
543,psychedelic,DRUG,depressive symptoms,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
544,psychedelic,DRUG,enhanced mindfulness-related capacities,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
545,ayahuasca,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
546,psychedelics,DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
547,psychedelics,DRUG,depression,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
548,psychedelics,DRUG,double blindness,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
549,psychedelics,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
550,ayahuasca,DRUG,double blindness,OUTCOME,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
551,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
552,ayahuasca,DRUG,D7,NEURAL,THOUGHT TO CAUSE,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
553,ayahuasca,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
554,psychedelics,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
555,psychedelics,DRUG,alcohol dependence,HEALTH,POSITIVELY IMPACTS,fbd3ef10acc4590cbe7a47d0cd12ccfe9738ab297696c8e8ccf5eea4a5e042df
556,LSD,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
557,psilocybin,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
558,LSD,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
559,ayahuasca,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
560,psilocybin,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
561,LSD,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
562,DMT,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
563,psilocybin,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
564,LSD,DRUG,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
565,LSD,DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
566,serotonin 5-HT1A/2A/2C receptors,NEURAL,therapeutic potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
567,5-HT1A/2A/2C receptor,NEURAL,depression,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
568,5-HT2A receptor agonists,NEURAL,depression,HEALTH,THOUGHT TO CAUSE,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
569,GDNF,NEURAL,hippocampus,NEURAL,NEEDS MORE RESEARCH BETWEEN,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
570,GDNF,NEURAL,neurogenesis,OUTCOME,NEEDS MORE RESEARCH BETWEEN,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
571,psilocybin,DRUG,hippocampus,NEURAL,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
572,psilocybin,DRUG,neurogenesis,OUTCOME,NEEDS MORE RESEARCH BETWEEN,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
573,5-HT2A receptor,NEURAL,GDNF,NEURAL,THOUGHT TO CAUSE,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
574,5-HT2A receptor,NEURAL,increased neurogenesis,OUTCOME,THOUGHT TO CAUSE,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
575,DMT,DRUG,"chemokine (Mcp-1, Cx3cl1) genes",NEURAL,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
576,DMT,DRUG,Th1/Th17 responses,NEURAL,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
577,THH,DRUG,Th1/Th17 responses,NEURAL,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
578,harmine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
579,harmine,DRUG,antioxidant and neuroprotective effects,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
580,psilocybin,DRUG,antiaddictive potentials,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
581,ayahuasca,DRUG,default mode network,NEURAL,THOUGHT TO CAUSE,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
582,compounds,DRUG,intensification of the self-reference process of rumination,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
583,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
584,ayahuasca,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
585,ayahuasca,DRUG,drug dependence,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
586,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
587,psilocybin,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
588,psilocybin,DRUG,drug dependence,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
589,altered state of consciousness,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
590,altered state of consciousness,SUBJECTIVE,mood disorders,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
591,altered state of consciousness,SUBJECTIVE,drug dependence,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
592,classical hallucinogens,DRUG,mood disorders,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
593,psilocybin,DRUG,induces highly meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
594,psilocybin,DRUG,induces highly meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
595,psilocybin,DRUG,smoking cessation,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
596,psilocybin,DRUG,induces highly meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
597,psilocybin,DRUG,induces highly meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
598,psilocybin,DRUG,smoking cessation,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
599,LSD,DRUG,tobacco dependence,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
600,LSD,DRUG,spiritual significance,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
601,LSD,DRUG,impact on well-being,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
602,LSD,DRUG,smoking cessation,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
603,LSD,DRUG,"long-term beneficial changes in perspectives, attitudes, values, and quality of life",OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
604,hallucinogens,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
605,hallucinogens,DRUG,lasting beneficial changes,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
606,hallucinogens,DRUG,lasting beneficial changes,OUTCOME,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
607,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
608,ayahuasca,DRUG,drug dependence,HEALTH,POSITIVELY IMPACTS,a8eabad724ab6dbfeb3f551372cc5a9bf1a39401b1534b009f787b2b0125418d
609,LSD,DRUG,dying cancer patients.2,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
610,LSD,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
611,LSD,DRUG,reduced anxiety,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
612,LSD,DRUG,fear of death,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
613,LSD,DRUG,advanced-stage cancer,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
614,LSD,DRUG,advanced-stage cancer cancer,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
615,psilocybin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
616,psilocybin,DRUG,reduced anxiety,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
617,psilocybin,DRUG,fear of death,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
618,Psilocybin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
619,Psilocybin,DRUG,reduced anxiety,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
620,Psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
621,Psilocybe,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
622,psilocybin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
623,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
624,Psilocybe,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
625,psilocybin,DRUG,cancer-related psychosocial distress,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
626,psilocybin,DRUG,cancer-related psychosocial distress,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
627,psilocybin,DRUG,Anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
628,mystical experience,SUBJECTIVE,mood,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
629,mystical experience,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
630,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
631,psilocybin,DRUG,cancer diagnosis,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
632,psilocybin,DRUG,improved attitudes toward disease progression and death,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
633,psilocybin,DRUG,improved quality of life,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
634,LSD,DRUG,cancer,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
635,LSD,DRUG,anxiolytic and antidepressant effects,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
636,LSD,DRUG,improved attitudes toward disease progression and death,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
637,LSD,DRUG,improved quality of life,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
638,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
639,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
640,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
641,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
642,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
643,subjective experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
644,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
645,LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
646,LSD,DRUG,marked improvement in depressive symptoms,OUTCOME,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
647,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,1162aa9a126228c73bcb716fcaa7218221a3a6d9dc5789c17e1fe42c2ce8d2cd
648,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
649,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
650,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
651,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
652,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
653,psilocybin,DRUG,normalize limbic hyperactivity,OUTCOME,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
654,psilocybin,DRUG,depressed mood state,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
655,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
656,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
657,psilocybin,DRUG,normalize limbic hyperactivity,OUTCOME,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
658,psilocybin,DRUG,depressed mood state,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
659,psilocybin,DRUG,amygdala,NEURAL,THOUGHT TO CAUSE,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
660,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
661,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
662,psilocybin,DRUG,normalize limbic hyperactivity,OUTCOME,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
663,psilocybin,DRUG,depressed mood state,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
664,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
665,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
666,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
667,psilocybin,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
668,psilocybin,DRUG,normalize limbic hyperactivity,OUTCOME,POSITIVELY IMPACTS,f5a9232f729a7d319b774fb18f79f09f42b31664c4b8ff8c74271cdc7a512666
